textgrid_gretil_item_id,title,author,collection,work_uri,edition_uri,text_uri,handle_pid,license_url,license_statement,rights_holder,rights_lane,agent_can_index_now,source_url,next_action
TG-GRE-0001,Buddhacarita 1-23 (Tibetan translation),Aśvaghoṣa,tibetan,textgrid:48v5w.0,textgrid:48v5z.0,textgrid:48v5x.0,handle:hdl:21.11113/0000-0016-84D0-7,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48v5z.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0002,mgul glu,Tshangs-dbyangs-rgya-mtsho,tibetan,textgrid:48v60.0,textgrid:48v62.0,textgrid:48v61.0,handle:hdl:21.11113/0000-0016-84D3-4,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48v62.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0003,Sūyagaḍa,,prakrit,textgrid:48v64.0,textgrid:48v66.0,textgrid:48v65.0,handle:hdl:21.11113/0000-0016-84D7-0,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48v66.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0004,Āyāraṃga,,prakrit,textgrid:48v67.0,textgrid:48v69.0,textgrid:48v68.0,handle:hdl:21.11113/0000-0016-84DA-D,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48v69.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0005,Dhuttakkhāṇa,Haribhadra,prakrit,textgrid:48v6b.0,textgrid:48v6d.0,textgrid:48v6c.0,handle:hdl:21.11113/0000-0016-84DD-A,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48v6d.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0006,Dasaveyāliya,,prakrit,textgrid:48v6f.0,textgrid:48v6h.0,textgrid:48v6g.0,handle:hdl:21.11113/0000-0016-84E0-5,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48v6h.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0007,Isibhāsiyāiṃ,,prakrit,textgrid:48v6j.0,textgrid:48v6m.0,textgrid:48v6k.0,handle:hdl:21.11113/0000-0016-84E3-2,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48v6m.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0008,Sattasaī,Hāla,prakrit,textgrid:48v6n.0,textgrid:48v6q.0,textgrid:48v6p.0,handle:hdl:21.11113/0000-0016-84E6-F,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48v6q.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0009,Uttarajjhayaṇa,,prakrit,textgrid:48v6r.0,textgrid:48v6t.0,textgrid:48v6s.0,handle:hdl:21.11113/0000-0016-84E9-C,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48v6t.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0010,Paümacariu,Svayambhūdeva,prakrit,textgrid:48v6v.0,textgrid:48v6x.0,textgrid:48v6w.0,handle:hdl:21.11113/0000-0016-84EC-9,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48v6x.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0011,Kalpabuddha,,Old Javanese Collection,textgrid:48vc2.0,textgrid:48vc4.0,textgrid:48vc3.0,handle:hdl:21.11113/0000-0016-84F5-E,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48vc4.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0012,Saṅ Hyaṅ Kamahāyānikan,,Old Javanese Collection,textgrid:48vc5.0,textgrid:48vc7.0,textgrid:48vc6.0,handle:hdl:21.11113/0000-0016-84F8-B,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48vc7.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0013,Gaṇapatitattva,,Old Javanese Collection,textgrid:48vc8.0,textgrid:48vcb.0,textgrid:48vc9.0,handle:hdl:21.11113/0000-0016-84FB-8,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48vcb.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0014,Saṅ Hyaṅ Mahājñāna,,Old Javanese Collection,textgrid:48vcc.0,textgrid:48vcf.0,textgrid:48vcd.0,handle:hdl:21.11113/0000-0016-84FE-5,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48vcf.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0015,Ślokāntara,,Old Javanese Collection,textgrid:48vcg.0,textgrid:48vcj.0,textgrid:48vch.0,handle:hdl:21.11113/0000-0016-8501-0,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48vcj.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0016,Vratiśāsana,,Old Javanese Collection,textgrid:48vck.0,textgrid:48vcn.0,textgrid:48vcm.0,handle:hdl:21.11113/0000-0016-8504-D,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48vcn.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0017,Saṅ Hyaṅ Tattvajñāna,,Old Javanese Collection,textgrid:48vcp.0,textgrid:48vcr.0,textgrid:48vcq.0,handle:hdl:21.11113/0000-0016-8507-A,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48vcr.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0018,Vṛhaspatitattva,,Old Javanese Collection,textgrid:48vcs.0,textgrid:48vcv.0,textgrid:48vct.0,handle:hdl:21.11113/0000-0016-850A-7,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48vcv.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0019,Kuñjarakarṇa Dharmakathana,Mpu Ḍusun,Old Javanese Collection,textgrid:48vcw.0,textgrid:48vcz.0,textgrid:48vcx.0,handle:hdl:21.11113/0000-0016-850D-4,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:48vcz.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0020,"Rāmacaritamānasa, Sopāna 3: Araṇyakāṇḍa",Tulasīdāsa,New Indo-Aryan Collection,textgrid:49jx1.0,textgrid:49jx3.0,textgrid:49jx2.0,handle:hdl:21.11113/0000-0016-C7D4-8,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jx3.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0021,"Rāmacaritamānasa, Sopāna 1: Bālakāṇḍa",Tulasīdāsa,New Indo-Aryan Collection,textgrid:49jx4.0,textgrid:49jx6.0,textgrid:49jx5.0,handle:hdl:21.11113/0000-0016-C7D7-5,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jx6.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0022,"Rāmacaritamānasa, Sopāna 2: Ayodhyākāṇḍa",Tulasīdāsa,New Indo-Aryan Collection,textgrid:49jx7.0,textgrid:49jx9.0,textgrid:49jx8.0,handle:hdl:21.11113/0000-0016-C7DA-2,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jx9.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0023,"Rāmacaritamānasa, Sopāna 4: Kiṣkindhākāṇḍa",Tulasīdāsa,New Indo-Aryan Collection,textgrid:49jxb.0,textgrid:49jxd.0,textgrid:49jxc.0,handle:hdl:21.11113/0000-0016-C7DD-F,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jxd.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0024,"Rāmacaritamānasa, Sopāna 5: Sundarakāṇḍa",Tulasīdāsa,New Indo-Aryan Collection,textgrid:49jxf.0,textgrid:49jxh.0,textgrid:49jxg.0,handle:hdl:21.11113/0000-0016-C7E0-A,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jxh.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0025,"Rāmacaritamānasa, Sopāna 6: Laṃkākāṇḍa",Tulasīdāsa,New Indo-Aryan Collection,textgrid:49jxj.0,textgrid:49jxm.0,textgrid:49jxk.0,handle:hdl:21.11113/0000-0016-C7E3-7,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jxm.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0026,"Rāmacaritamānasa, Sopāna 7: Uttarakāṇḍa",Tulasīdāsa,New Indo-Aryan Collection,textgrid:49jxn.0,textgrid:49jxq.0,textgrid:49jxp.0,handle:hdl:21.11113/0000-0016-C7E6-4,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jxq.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0027,Madhusala,"Harivaṃś Rāy ""Baccan""",New Indo-Aryan Collection,textgrid:49jxr.0,textgrid:49jxt.0,textgrid:49jxs.0,handle:hdl:21.11113/0000-0016-C7E9-1,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jxt.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0028,Ardhakathānaka,Banārasīdāsa,New Indo-Aryan Collection,textgrid:49jxv.0,textgrid:49jxx.0,textgrid:49jxw.0,handle:hdl:21.11113/0000-0016-C7EC-E,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jxx.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0029,Aṣṭādaśa Siddhānta,Svāmī Haridās,New Indo-Aryan Collection,textgrid:49jxz.0,textgrid:49jz1.0,textgrid:49jz0.0,handle:hdl:21.11113/0000-0016-C7EF-B,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jz1.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0030,Ardhakathānaka,Banārasīdāsa,New Indo-Aryan Collection,textgrid:49jz2.0,textgrid:49jz4.0,textgrid:49jz3.0,handle:hdl:21.11113/0000-0016-C7F2-6,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jz4.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0031,Mr̥gāvatī,Kutubana,New Indo-Aryan Collection,textgrid:49jz5.0,textgrid:49jz7.0,textgrid:49jz6.0,handle:hdl:21.11113/0000-0016-C7F5-3,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jz7.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0032,Jñāneśvarī,Jñānadeva,New Indo-Aryan Collection,textgrid:49jz8.0,textgrid:49jzb.0,textgrid:49jz9.0,handle:hdl:21.11113/0000-0016-C7F8-0,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jzb.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0033,Dohāvalī,Tulasīdāsa,New Indo-Aryan Collection,textgrid:49jzc.0,textgrid:49jzf.0,textgrid:49jzd.0,handle:hdl:21.11113/0000-0016-C7FB-D,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jzf.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0034,Kavitāvalī,Tulasīdāsa,New Indo-Aryan Collection,textgrid:49jzg.0,textgrid:49jzj.0,textgrid:49jzh.0,handle:hdl:21.11113/0000-0016-C7FE-A,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49jzj.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0035,"Liṅgapurāṇa, 2,1-55",,Purana Collection,textgrid:49k3t.0,textgrid:49k3w.0,textgrid:49k3v.0,handle:hdl:21.11113/0000-0016-C829-9,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k3w.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0036,Garuḍapurāṇa,,Purana Collection,textgrid:49k3x.0,textgrid:49k40.0,textgrid:49k3z.0,handle:hdl:21.11113/0000-0016-C82C-6,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k40.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0037,"Matsyapurāṇa, 1-176",,Purana Collection,textgrid:49k41.0,textgrid:49k43.0,textgrid:49k42.0,handle:hdl:21.11113/0000-0016-C82F-3,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k43.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0038,Kūrmapurāṇa,,Purana Collection,textgrid:49k44.0,textgrid:49k46.0,textgrid:49k45.0,handle:hdl:21.11113/0000-0016-C832-E,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k46.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0039,Nāradapurāṇa (or Nāradīyapurāṇa),,Purana Collection,textgrid:49k47.0,textgrid:49k49.0,textgrid:49k48.0,handle:hdl:21.11113/0000-0016-C835-B,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k49.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0040,"Mārkaṇḍeyapurāṇa, 1-93",,Purana Collection,textgrid:49k4b.0,textgrid:49k4d.0,textgrid:49k4c.0,handle:hdl:21.11113/0000-0016-C838-8,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k4d.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0041,Narasiṃhapurāṇa,,Purana Collection,textgrid:49k4f.0,textgrid:49k4h.0,textgrid:49k4g.0,handle:hdl:21.11113/0000-0016-C83B-5,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k4h.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0042,"Liṅgapurāṇa, 1-108",,Purana Collection,textgrid:49k4j.0,textgrid:49k4m.0,textgrid:49k4k.0,handle:hdl:21.11113/0000-0016-C83E-2,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k4m.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0043,Revākhāṇḍa of the Vāyupurāṇa (RKV),,Purana Collection,textgrid:49k4n.0,textgrid:49k4q.0,textgrid:49k4p.0,handle:hdl:21.11113/0000-0016-C841-D,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k4q.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0044,"Skandapurāṇa, 1-31.14",,Purana Collection,textgrid:49k4r.0,textgrid:49k4t.0,textgrid:49k4s.0,handle:hdl:21.11113/0000-0016-C844-A,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k4t.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0045,Skandapurāṇa: Revākhaṇḍa (RKS),,Purana Collection,textgrid:49k4v.0,textgrid:49k4x.0,textgrid:49k4w.0,handle:hdl:21.11113/0000-0016-C847-7,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k4x.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0046,"Vāmanapurāṇa, Saromāhātmya",,Purana Collection,textgrid:49k4z.0,textgrid:49k51.0,textgrid:49k50.0,handle:hdl:21.11113/0000-0016-C84A-4,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k51.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0047,"Vāmanapurāṇa, 1-69",,Purana Collection,textgrid:49k52.0,textgrid:49k54.0,textgrid:49k53.0,handle:hdl:21.11113/0000-0016-C84D-1,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k54.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0048,"Viṣṇudharmottarapurāṇa 2,127 Atharvavidhikathana (= Atharvavidhāna)",,Purana Collection,textgrid:49k55.0,textgrid:49k57.0,textgrid:49k56.0,handle:hdl:21.11113/0000-0016-C850-C,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k57.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0049,"Viṣṇudharmottarapurāṇa, 3,343-353",,Purana Collection,textgrid:49k58.0,textgrid:49k5b.0,textgrid:49k59.0,handle:hdl:21.11113/0000-0016-C853-9,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k5b.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0050,Viṣṇupurāṇa,,Purana Collection,textgrid:49k5c.0,textgrid:49k5f.0,textgrid:49k5d.0,handle:hdl:21.11113/0000-0016-C856-6,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k5f.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0051,Viṣṇupurāṇa,,Purana Collection,textgrid:49k5g.0,textgrid:49k5j.0,textgrid:49k5h.0,handle:hdl:21.11113/0000-0016-C859-3,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k5j.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0052,Agnipurāṇa,,Purana Collection,textgrid:49k5k.0,textgrid:49k5n.0,textgrid:49k5m.0,handle:hdl:21.11113/0000-0016-C85C-0,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k5n.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0053,"Bhāgavatapurāṇa 10.29-33 (the five ""rasa""-chapters) with Śrīdhara's commentary (Bhāvārthadīpikā)",,Purana Collection,textgrid:49k5p.0,textgrid:49k5r.0,textgrid:49k5q.0,handle:hdl:21.11113/0000-0016-C85F-D,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k5r.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0054,Bhāgavatapurāṇa,,Purana Collection,textgrid:49k5s.0,textgrid:49k5v.0,textgrid:49k5t.0,handle:hdl:21.11113/0000-0016-C862-8,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k5v.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0055,"Śivapurāṇa, Books 1 and 7",,Purana Collection,textgrid:49k5w.0,textgrid:49k5z.0,textgrid:49k5x.0,handle:hdl:21.11113/0000-0016-C865-5,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k5z.0,Keep restricted; obtain permission or exclude from public/commercial use.
TG-GRE-0056,Brahmāṇḍapurāṇa,,Purana Collection,textgrid:49k60.0,textgrid:49k62.0,textgrid:49k61.0,handle:hdl:21.11113/0000-0016-C868-2,https://creativecommons.org/licenses/by-nc-sa/4.0/,Distributed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.,GRETIL project,NONCOMMERCIAL_RESTRICTED,False,https://textgridrep.org/browse/textgrid:49k62.0,Keep restricted; obtain permission or exclude from public/commercial use.
