carrier_id,cict_item_id,work_family,pdf_url,source_host,http_status,content_type,reported_content_length,final_url,head_error,acquired,relative_path,local_bytes,sha256,pdf_signature_ok,download_error
CICT-C-0001,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (1).pdf,library.cict.in,200,application/pdf,53508832,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0002,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (2).pdf,library.cict.in,200,application/pdf,15319772,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0003,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (3).pdf,library.cict.in,200,application/pdf,16948791,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0004,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (4).pdf,library.cict.in,200,application/pdf,14344682,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(4).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0005,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (5).pdf,library.cict.in,200,application/pdf,13318655,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(5).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0006,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (6).pdf,library.cict.in,200,application/pdf,90864067,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(6).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0007,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (7).pdf,library.cict.in,200,application/pdf,16083110,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(7).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0008,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (8).pdf,library.cict.in,200,application/pdf,141523967,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(8).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0009,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (9).pdf,library.cict.in,200,application/pdf,17218363,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(9).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0010,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (10).pdf,library.cict.in,200,application/pdf,24979578,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(10).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0011,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (11).pdf,library.cict.in,200,application/pdf,32780980,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(11).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0012,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (12).pdf,library.cict.in,200,application/pdf,7998045,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(12).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0013,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (13).pdf,library.cict.in,200,application/pdf,10027649,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(13).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0014,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (14).pdf,library.cict.in,200,application/pdf,6208199,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(14).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0015,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (15).pdf,library.cict.in,200,application/pdf,784318,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(15).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0016,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (16).pdf,library.cict.in,200,application/pdf,15509469,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(16).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0017,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (17).pdf,library.cict.in,200,application/pdf,182409245,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(17).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0018,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (18).pdf,library.cict.in,200,application/pdf,753156832,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(18).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0019,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (19).pdf,library.cict.in,200,application/pdf,228789993,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(19).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0020,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (20).pdf,library.cict.in,200,application/pdf,250297009,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(20).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0021,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (21).pdf,library.cict.in,200,application/pdf,76705489,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(21).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0022,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (22).pdf,library.cict.in,200,application/pdf,0,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(22).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0023,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (23).pdf,library.cict.in,200,application/pdf,26358020,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(23).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0024,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (24).pdf,library.cict.in,200,application/pdf,0,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(24).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0025,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (25).pdf,library.cict.in,200,application/pdf,31884277,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(25).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0026,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/TOL-CICT -001 (26).pdf,library.cict.in,200,application/pdf,84199058,https://library.cict.in/41rarebooks/TOL-CICT%20-001%20(26).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0027,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/2025/41-1/thol_Eluthu_ilam_1928.pdf,library.cict.in,200,application/pdf,21798777,https://library.cict.in/41rarebooks/2025/41-1/thol_Eluthu_ilam_1928.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0028,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/2025/41-1/thol_Eluthu_ilampuranam.pdf,library.cict.in,200,application/pdf,34239315,https://library.cict.in/41rarebooks/2025/41-1/thol_Eluthu_ilampuranam.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0029,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/2025/41-1/Thol_Eluthu_ilampuranam_1928.pdf,library.cict.in,200,application/pdf,26414212,https://library.cict.in/41rarebooks/2025/41-1/Thol_Eluthu_ilampuranam_1928.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0030,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/2025/41-1/thol_porul_ilampuranam.pdf,library.cict.in,200,application/pdf,42471954,https://library.cict.in/41rarebooks/2025/41-1/thol_porul_ilampuranam.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0031,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/2025/41-1/tholkappiyam Porul_1985.pdf,library.cict.in,200,application/pdf,57150142,https://library.cict.in/41rarebooks/2025/41-1/tholkappiyam%20Porul_1985.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0032,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/2025/41-1/thol_porul_thoguthi 2_Nachinar_1986.pdf,library.cict.in,200,application/pdf,44355619,https://library.cict.in/41rarebooks/2025/41-1/thol_porul_thoguthi%202_Nachinar_1986.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0033,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/2025/41-1/Thol_sol_Nachinar_1812.pdf,library.cict.in,200,application/pdf,67887152,https://library.cict.in/41rarebooks/2025/41-1/Thol_sol_Nachinar_1812.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0034,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/2025/41-1/Tol_Eluthu_1937.pdf,library.cict.in,200,application/pdf,28042869,https://library.cict.in/41rarebooks/2025/41-1/Tol_Eluthu_1937.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0035,CICT-01,Tolkāppiyam,https://library.cict.in/41rarebooks/2025/41-1/Tol_Eluthu_ilampuranar_1979.pdf,library.cict.in,200,application/pdf,32239886,https://library.cict.in/41rarebooks/2025/41-1/Tol_Eluthu_ilampuranar_1979.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0036,CICT-02,Naṟṟiṇai,https://library.cict.in/41rarebooks/NATRI-CICT (1).pdf,library.cict.in,200,application/pdf,43783257,https://library.cict.in/41rarebooks/NATRI-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0037,CICT-02,Naṟṟiṇai,https://library.cict.in/41rarebooks/NATRI-CICT (2).pdf,library.cict.in,200,application/pdf,295926265,https://library.cict.in/41rarebooks/NATRI-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0038,CICT-02,Naṟṟiṇai,https://library.cict.in/41rarebooks/NATRI-CICT (3).pdf,library.cict.in,200,application/pdf,99149748,https://library.cict.in/41rarebooks/NATRI-CICT%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0039,CICT-02,Naṟṟiṇai,https://library.cict.in/41rarebooks/2025/41-2/Natrinai Moolamum Uraiyum.pdf,library.cict.in,200,application/pdf,9728551,https://library.cict.in/41rarebooks/2025/41-2/Natrinai%20Moolamum%20Uraiyum.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0040,CICT-02,Naṟṟiṇai,https://library.cict.in/41rarebooks/2025/41-2/Natrinai400_1962.pdf,library.cict.in,200,application/pdf,140860349,https://library.cict.in/41rarebooks/2025/41-2/Natrinai400_1962.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0041,CICT-03,Kuṟuntokai,https://library.cict.in/41rarebooks/KURU-CICT (1).pdf,library.cict.in,200,application/pdf,104669479,https://library.cict.in/41rarebooks/KURU-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0042,CICT-03,Kuṟuntokai,https://library.cict.in/41rarebooks/KURU-CICT (2).pdf,library.cict.in,200,application/pdf,162664806,https://library.cict.in/41rarebooks/KURU-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0043,CICT-03,Kuṟuntokai,https://library.cict.in/41rarebooks/KURU-CICT (3).pdf,library.cict.in,200,application/pdf,94259410,https://library.cict.in/41rarebooks/KURU-CICT%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0044,CICT-03,Kuṟuntokai,https://library.cict.in/41rarebooks/KURU-CICT (4).pdf,library.cict.in,200,application/pdf,60675101,https://library.cict.in/41rarebooks/KURU-CICT%20(4).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0045,CICT-03,Kuṟuntokai,https://library.cict.in/41rarebooks/2025/41-3/kurunthogai_1947.pdf,library.cict.in,200,application/pdf,190914972,https://library.cict.in/41rarebooks/2025/41-3/kurunthogai_1947.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0046,CICT-03,Kuṟuntokai,https://library.cict.in/41rarebooks/2025/41-3/Kurunthogai_1965.pdf,library.cict.in,200,application/pdf,121361688,https://library.cict.in/41rarebooks/2025/41-3/Kurunthogai_1965.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0047,CICT-03,Kuṟuntokai,https://library.cict.in/41rarebooks/2025/41-3/kurunthokai_1957.pdf,library.cict.in,200,application/pdf,21066862,https://library.cict.in/41rarebooks/2025/41-3/kurunthokai_1957.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0048,CICT-04,Aiṅkuṟunūṟu,https://library.cict.in/41rarebooks/AINGURU-CICT (1).pdf,library.cict.in,200,application/pdf,10880496,https://library.cict.in/41rarebooks/AINGURU-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0049,CICT-04,Aiṅkuṟunūṟu,https://library.cict.in/41rarebooks/AINGURU-CICT (2).pdf,library.cict.in,200,application/pdf,19474878,https://library.cict.in/41rarebooks/AINGURU-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0050,CICT-04,Aiṅkuṟunūṟu,https://library.cict.in/41rarebooks/AINGURU-CICT (3).pdf,library.cict.in,200,application/pdf,21581240,https://library.cict.in/41rarebooks/AINGURU-CICT%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0051,CICT-04,Aiṅkuṟunūṟu,https://library.cict.in/41rarebooks/AINGURU-CICT (4).pdf,library.cict.in,200,application/pdf,21332925,https://library.cict.in/41rarebooks/AINGURU-CICT%20(4).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0052,CICT-04,Aiṅkuṟunūṟu,https://library.cict.in/41rarebooks/2025/41-4/IYN GURU NANURU.pdf,library.cict.in,200,application/pdf,19474878,https://library.cict.in/41rarebooks/2025/41-4/IYN%20GURU%20NANURU.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0053,CICT-05,Patiṟṟuppattu,https://library.cict.in/41rarebooks/PATHITRU-CICT (1).pdf,library.cict.in,200,application/pdf,12267256,https://library.cict.in/41rarebooks/PATHITRU-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0054,CICT-05,Patiṟṟuppattu,https://library.cict.in/41rarebooks/PATHITRU-CICT (2).pdf,library.cict.in,200,application/pdf,14353451,https://library.cict.in/41rarebooks/PATHITRU-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0055,CICT-05,Patiṟṟuppattu,https://library.cict.in/41rarebooks/PATHITRU-CICT (3).pdf,library.cict.in,200,application/pdf,39961910,https://library.cict.in/41rarebooks/PATHITRU-CICT%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0056,CICT-05,Patiṟṟuppattu,https://library.cict.in/41rarebooks/PATHITRU-CICT (4).pdf,library.cict.in,200,application/pdf,333629245,https://library.cict.in/41rarebooks/PATHITRU-CICT%20(4).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0057,CICT-05,Patiṟṟuppattu,https://library.cict.in/41rarebooks/PATHITRU-CICT (5).pdf,library.cict.in,200,application/pdf,181647738,https://library.cict.in/41rarebooks/PATHITRU-CICT%20(5).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0058,CICT-05,Patiṟṟuppattu,https://library.cict.in/41rarebooks/2025/41-5/patthupattu_kurunjikali_1951.pdf,library.cict.in,200,application/pdf,73610840,https://library.cict.in/41rarebooks/2025/41-5/patthupattu_kurunjikali_1951.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0059,CICT-05,Patiṟṟuppattu,https://library.cict.in/41rarebooks/2025/41-5/pathitrupathu _1957.pdf,library.cict.in,200,application/pdf,32924792,https://library.cict.in/41rarebooks/2025/41-5/pathitrupathu%20_1957.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0060,CICT-06,ParipāṭalL,https://library.cict.in/41rarebooks/PARI-CICT.pdf,library.cict.in,200,application/pdf,14361143,https://library.cict.in/41rarebooks/PARI-CICT.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0061,CICT-06,ParipāṭalL,https://library.cict.in/41rarebooks/2025/41-6/paripadal_1975.pdf,library.cict.in,200,application/pdf,91982425,https://library.cict.in/41rarebooks/2025/41-6/paripadal_1975.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0062,CICT-07,Kalittokai,https://library.cict.in/41rarebooks/KALI-CICT.pdf,library.cict.in,200,application/pdf,50101845,https://library.cict.in/41rarebooks/KALI-CICT.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0063,CICT-07,Kalittokai,https://library.cict.in/41rarebooks/2025/41-7/kalithogai-1930.pdf,library.cict.in,200,application/pdf,31353363,https://library.cict.in/41rarebooks/2025/41-7/kalithogai-1930.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0064,CICT-07,Kalittokai,https://library.cict.in/41rarebooks/2025/41-7/kalithokai_1957.pdf,library.cict.in,200,application/pdf,38873919,https://library.cict.in/41rarebooks/2025/41-7/kalithokai_1957.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0065,CICT-08,Akanāṉūṟu,https://library.cict.in/41rarebooks/AKAN-CICT (1).pdf,library.cict.in,200,application/pdf,31904112,https://library.cict.in/41rarebooks/AKAN-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0066,CICT-08,Akanāṉūṟu,https://library.cict.in/41rarebooks/AKAN-CICT (2).pdf,library.cict.in,200,application/pdf,27714025,https://library.cict.in/41rarebooks/AKAN-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0067,CICT-08,Akanāṉūṟu,https://library.cict.in/41rarebooks/AKAN-CICT (3).pdf,library.cict.in,200,application/pdf,52318118,https://library.cict.in/41rarebooks/AKAN-CICT%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0068,CICT-08,Akanāṉūṟu,https://library.cict.in/41rarebooks/AKAN-CICT (4).pdf,library.cict.in,200,application/pdf,96572982,https://library.cict.in/41rarebooks/AKAN-CICT%20(4).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0069,CICT-08,Akanāṉūṟu,https://library.cict.in/41rarebooks/2025/41-8/Akananuru.pdf,library.cict.in,200,application/pdf,31208444,https://library.cict.in/41rarebooks/2025/41-8/Akananuru.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0070,CICT-09,Puṟanāṉūṟu,https://library.cict.in/41rarebooks/PURA-CICT (1).pdf,library.cict.in,200,application/pdf,35855584,https://library.cict.in/41rarebooks/PURA-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0071,CICT-09,Puṟanāṉūṟu,https://library.cict.in/41rarebooks/PURA-CICT (2).pdf,library.cict.in,200,application/pdf,46232943,https://library.cict.in/41rarebooks/PURA-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0072,CICT-09,Puṟanāṉūṟu,https://library.cict.in/41rarebooks/PURA-CICT (3).pdf,library.cict.in,200,application/pdf,77116526,https://library.cict.in/41rarebooks/PURA-CICT%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0073,CICT-09,Puṟanāṉūṟu,https://library.cict.in/41rarebooks/PURA-CICT (4).pdf,library.cict.in,200,application/pdf,43745546,https://library.cict.in/41rarebooks/PURA-CICT%20(4).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0074,CICT-09,Puṟanāṉūṟu,https://library.cict.in/41rarebooks/2025/41-9/purananuru-1968.pdf,library.cict.in,200,application/pdf,135422450,https://library.cict.in/41rarebooks/2025/41-9/purananuru-1968.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0075,CICT-09,Puṟanāṉūṟu,https://library.cict.in/41rarebooks/2025/41-9/purananuru-1971.pdf,library.cict.in,200,application/pdf,114220170,https://library.cict.in/41rarebooks/2025/41-9/purananuru-1971.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0076,CICT-10,Pattuppāṭṭu,https://library.cict.in/41rarebooks/PATTU-CICT(1).pdf,library.cict.in,200,application/pdf,38656302,https://library.cict.in/41rarebooks/PATTU-CICT(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0077,CICT-10,Pattuppāṭṭu,https://library.cict.in/41rarebooks/PATTU-CICT(2).pdf,library.cict.in,200,application/pdf,35114382,https://library.cict.in/41rarebooks/PATTU-CICT(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0078,CICT-10,Pattuppāṭṭu,https://library.cict.in/41rarebooks/PATTU-CICT(3).pdf,library.cict.in,200,application/pdf,84801927,https://library.cict.in/41rarebooks/PATTU-CICT(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0079,CICT-10,Pattuppāṭṭu,https://library.cict.in/41rarebooks/2025/41-10/pattum_thogaiyum_1958.pdf,library.cict.in,200,application/pdf,53503131,https://library.cict.in/41rarebooks/2025/41-10/pattum_thogaiyum_1958.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0080,CICT-11,Tirumurukāṟṟuppaṭai,https://library.cict.in/41rarebooks/THIRUMURU-CICT (1).pdf,library.cict.in,200,application/pdf,2315789,https://library.cict.in/41rarebooks/THIRUMURU-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0081,CICT-11,Tirumurukāṟṟuppaṭai,https://library.cict.in/41rarebooks/THIRUMURU-CICT (2).pdf,library.cict.in,200,application/pdf,23765467,https://library.cict.in/41rarebooks/THIRUMURU-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0082,CICT-11,Tirumurukāṟṟuppaṭai,https://library.cict.in/41rarebooks/THIRUMURU-CICT (3).pdf,library.cict.in,200,application/pdf,7225978,https://library.cict.in/41rarebooks/THIRUMURU-CICT%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0083,CICT-11,Tirumurukāṟṟuppaṭai,https://library.cict.in/41rarebooks/THIRUMURU-CICT (4).pdf,library.cict.in,200,application/pdf,1958902,https://library.cict.in/41rarebooks/THIRUMURU-CICT%20(4).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0084,CICT-11,Tirumurukāṟṟuppaṭai,https://library.cict.in/41rarebooks/2025/41-11/le_thirumurugatrupadai+_1973.pdf,library.cict.in,404,text/html,1245,https://library.cict.in/41rarebooks/2025/41-11/le_thirumurugatrupadai+_1973.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0085,CICT-11,Tirumurukāṟṟuppaṭai,https://library.cict.in/41rarebooks/2025/41-11/thirumurugatrupadai.pdf,library.cict.in,200,application/pdf,4751320,https://library.cict.in/41rarebooks/2025/41-11/thirumurugatrupadai.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0086,CICT-11,Tirumurukāṟṟuppaṭai,https://library.cict.in/41rarebooks/2025/41-11/tirumugatrupadai_1920.pdf,library.cict.in,200,application/pdf,6216790,https://library.cict.in/41rarebooks/2025/41-11/tirumugatrupadai_1920.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0087,CICT-12,Porunarāṟṟuppaṭai,https://library.cict.in/41rarebooks/PORUNAR-CICT (1).pdf,library.cict.in,200,application/pdf,5685488,https://library.cict.in/41rarebooks/PORUNAR-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
