carrier_id,textgrid_gretil_item_id,textgrid_uri,handle_pid,format,repository_extent,repository_digest_algorithm,repository_md5,relative_path,acquired,local_bytes,sha256,local_md5,repository_md5_match,xml_well_formed,tei_root,tei_xml_id,tei_license_urls,download_error
TG-GRE-C-0001,TG-GRE-0001,textgrid:48v5x.0,handle:hdl:21.11113/0000-0016-84D0-7,TEI_XML,648526,md5,98c2d887bb3a05501c883efa1018cdae,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48v5x_0.xml,True,648526,3f2fcadd91f1f57623e1c0c86e4887f9a049fc5405a1240000477db11540eeed,98c2d887bb3a05501c883efa1018cdae,True,True,TEI,xct_azvaghoSa-buddhacarita-collation,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0002,TG-GRE-0002,textgrid:48v61.0,handle:hdl:21.11113/0000-0016-84D3-4,TEI_XML,23607,md5,c3171dabf72af2da636521e0a104c844,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48v61_0.xml,True,23607,17549e336da532acf471560b36abdb5258ce11c8ebcb264986e53c560d00379a,c3171dabf72af2da636521e0a104c844,True,True,TEI,xct_tshangs-dbyangs-rgya-mtsho-i-mgul-glu,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0003,TG-GRE-0003,textgrid:48v65.0,handle:hdl:21.11113/0000-0016-84D7-0,TEI_XML,108198,md5,53d352e4e986bd2d683ebfc5985fe8f2,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48v65_0.xml,True,108198,46dcbefec31b20683e07eaf5fb21b1e8c9cfec584ebe50fc2cc09ab8cab3a511,53d352e4e986bd2d683ebfc5985fe8f2,True,True,TEI,suyagadu,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0004,TG-GRE-0004,textgrid:48v68.0,handle:hdl:21.11113/0000-0016-84DA-D,TEI_XML,119152,md5,b79cb7c6c92502d0ab9236e1fec26655,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48v68_0.xml,True,119152,d2a80fd7564631bcf8f636a3f2af6eb761f80c718d27020abd82431ee6132dbb,b79cb7c6c92502d0ab9236e1fec26655,True,True,TEI,ayarangu,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0005,TG-GRE-0005,textgrid:48v6c.0,handle:hdl:21.11113/0000-0016-84DD-A,TEI_XML,89448,md5,46f4dbcdc06f7a64e915f2855c96b508,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48v6c_0.xml,True,89448,218babc960c81f489675a90712621478915ec2dc886d0112af9263e8af38662e,46f4dbcdc06f7a64e915f2855c96b508,True,True,TEI,hadhut_u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0006,TG-GRE-0006,textgrid:48v6g.0,handle:hdl:21.11113/0000-0016-84E0-5,TEI_XML,104090,md5,6a783476be261b94af761f3d0b778a03,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48v6g_0.xml,True,104090,8ecd52341ba7ff0027005e240c4225ecb736eca04a12b7693f3db099e55c2253,6a783476be261b94af761f3d0b778a03,True,True,TEI,dasaveyu,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0007,TG-GRE-0007,textgrid:48v6k.0,handle:hdl:21.11113/0000-0016-84E3-2,TEI_XML,125328,md5,44fa6672dd103cc3c9c5a644751d7d4d,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48v6k_0.xml,True,125328,782b206f4bf188d7b139254962046bb0f33ec2caabe735f9c593e7c4588f009f,44fa6672dd103cc3c9c5a644751d7d4d,True,True,TEI,isibhasu,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0008,TG-GRE-0008,textgrid:48v6p.0,handle:hdl:21.11113/0000-0016-84E6-F,TEI_XML,170922,md5,36b01f87643d0856a44cb28ecbdc6d8d,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48v6p_0.xml,True,170922,4e8739a911e270ea5971bfad096243779e25438674398c7572ead8b9465f1eeb,36b01f87643d0856a44cb28ecbdc6d8d,True,True,TEI,halsatsu,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0009,TG-GRE-0009,textgrid:48v6s.0,handle:hdl:21.11113/0000-0016-84E9-C,TEI_XML,281238,md5,51cfc4f00c00eb2e26b3f62d48b06e00,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48v6s_0.xml,True,281238,26250a94e570f90933c398020cdf4a8a0a9790d7b4716c395380cb3fdfe02414,51cfc4f00c00eb2e26b3f62d48b06e00,True,True,TEI,uttaraju,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0010,TG-GRE-0010,textgrid:48v6w.0,handle:hdl:21.11113/0000-0016-84EC-9,TEI_XML,1746929,md5,17061189808e43cbf2173fa1ca9a01b3,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48v6w_0.xml,True,1746929,ea1e724655a24c897e704a31955fc7fa74770d2d1cb6417d656c4e186803d0d0,17061189808e43cbf2173fa1ca9a01b3,True,True,TEI,spaucaru,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0011,TG-GRE-0011,textgrid:48vc3.0,handle:hdl:21.11113/0000-0016-84F5-E,TEI_XML,11781,md5,a4f0be3800d0d666c8c6023e7c5a4443,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48vc3_0.xml,True,11781,0b1715d394e5f434c694adac91a3655e5754b112636cb6881db8644dcf2ccc86,a4f0be3800d0d666c8c6023e7c5a4443,True,True,TEI,oj_kalpbudu,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0012,TG-GRE-0012,textgrid:48vc6.0,handle:hdl:21.11113/0000-0016-84F8-B,TEI_XML,93120,md5,2c17311c1eb23e1b39d47d1f96ac3d01,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48vc6_0.xml,True,93120,cc1cf882db49951ada1f42fd3e8cbfe7203d3106135eb0417ac825d281e9929b,2c17311c1eb23e1b39d47d1f96ac3d01,True,True,TEI,oj_sanghy_u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0013,TG-GRE-0013,textgrid:48vc9.0,handle:hdl:21.11113/0000-0016-84FB-8,TEI_XML,63250,md5,050493a663b27ef3da94674c163211ee,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48vc9_0.xml,True,63250,4a005147acddb477bff2a1b9c69f546426477f9f631778c75186ef5f4a607285,050493a663b27ef3da94674c163211ee,True,True,TEI,oj_ganapatu,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0014,TG-GRE-0014,textgrid:48vcd.0,handle:hdl:21.11113/0000-0016-84FE-5,TEI_XML,48912,md5,a520b96efe9cf9b7450d98b63f4ab5c6,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48vcd_0.xml,True,48912,6d232a2affaec46c06bca6feb8edc2648e4690fcca4179b0b508796c0e72da0a,a520b96efe9cf9b7450d98b63f4ab5c6,True,True,TEI,oj_mahjna_u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0015,TG-GRE-0015,textgrid:48vch.0,handle:hdl:21.11113/0000-0016-8501-0,TEI_XML,99850,md5,10e7d512c898c9148d1a648e1bcdc966,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48vch_0.xml,True,99850,a6a38dcfb88f792d58e970daafc7dca331b4f4d6c954671e516bdd12d01ee56b,10e7d512c898c9148d1a648e1bcdc966,True,True,TEI,oj_slokant_u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0016,TG-GRE-0016,textgrid:48vcm.0,handle:hdl:21.11113/0000-0016-8504-D,TEI_XML,104783,md5,cb1d3302dd8be2373909c197419e91d9,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48vcm_0.xml,True,104783,ce0aebe51dd0263a983799bb2908ca7437d6d9a33cb0091d038053db29712c18,cb1d3302dd8be2373909c197419e91d9,True,True,TEI,oj_vratisasana_u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0017,TG-GRE-0017,textgrid:48vcq.0,handle:hdl:21.11113/0000-0016-8507-A,TEI_XML,95595,md5,24b0633f2396141284801ec73f9c4205,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48vcq_0.xml,True,95595,d9e7f1dab7db0f70543e2042945a97a9d52771be484c59e40febd77ccfcf92c1,24b0633f2396141284801ec73f9c4205,True,True,TEI,oj_tatjna_u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0018,TG-GRE-0018,textgrid:48vct.0,handle:hdl:21.11113/0000-0016-850A-7,TEI_XML,89729,md5,8f8428a5efb1ef2815070186b01061fb,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48vct_0.xml,True,89729,c006ce40782460dc1225ee89f53422485f3253676b8bcf588f79b4c0c20b2c8c,8f8428a5efb1ef2815070186b01061fb,True,True,TEI,oj_vrhasp_u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0019,TG-GRE-0019,textgrid:48vcx.0,handle:hdl:21.11113/0000-0016-850D-4,TEI_XML,125442,md5,1509a87c81ee957af629541bee70ef65,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_48vcx_0.xml,True,125442,87ad4e3a456d5f442e35a02b055ae14bcc88e8dc043a222e0f8b1fa7ea99b808,1509a87c81ee957af629541bee70ef65,True,True,TEI,oj_kunjarakarna_u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0020,TG-GRE-0020,textgrid:49jx2.0,handle:hdl:21.11113/0000-0016-C7D4-8,TEI_XML,76308,md5,a5c32639de64198d94ef8b3d2e8fa74f,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jx2_0.xml,True,76308,c3086e75b9b7f733cd3c58cb07b5a97a845a8aa07d540f17d7b2d34902965c9c,a5c32639de64198d94ef8b3d2e8fa74f,True,True,TEI,nia_tulrcm3u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0021,TG-GRE-0021,textgrid:49jx5.0,handle:hdl:21.11113/0000-0016-C7D7-5,TEI_XML,339812,md5,748e46f00d83a553f37e900cfd2adf86,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jx5_0.xml,True,339812,deb1ec4362ccc44325a013574fa2afa46fb653f5be134ea1e22e05c7b624f341,748e46f00d83a553f37e900cfd2adf86,True,True,TEI,nia_tulrcm1u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0022,TG-GRE-0022,textgrid:49jx8.0,handle:hdl:21.11113/0000-0016-C7DA-2,TEI_XML,283215,md5,4eb17ca058547c61ce4a0409522c6c6c,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jx8_0.xml,True,283215,37a997ed0fd7d70a82173e2de914461dc1d279b9040ee03c23a84fb29010bc25,4eb17ca058547c61ce4a0409522c6c6c,True,True,TEI,nia_tulrcm2u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0023,TG-GRE-0023,textgrid:49jxc.0,handle:hdl:21.11113/0000-0016-C7DD-F,TEI_XML,42037,md5,5168d5ad318e1712ebf11614e4616393,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jxc_0.xml,True,42037,dc9e41207f08ba73f28d2b1fb4e57c38c63563301e34834443dcf46a9b493621,5168d5ad318e1712ebf11614e4616393,True,True,TEI,nia_tulrcm4u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0024,TG-GRE-0024,textgrid:49jxg.0,handle:hdl:21.11113/0000-0016-C7E0-A,TEI_XML,66600,md5,90e24806d7cc26cd4bcf04ba6a1bf338,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jxg_0.xml,True,66600,205ac080765fdc783b088e9c0be83102a60a50a6ee2f4b5cd2159f614c920f5b,90e24806d7cc26cd4bcf04ba6a1bf338,True,True,TEI,nia_tulrcm5u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0025,TG-GRE-0025,textgrid:49jxk.0,handle:hdl:21.11113/0000-0016-C7E3-7,TEI_XML,148192,md5,fa0efe8fdfcba3901c1e8ac5ef70072c,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jxk_0.xml,True,148192,2519b2e495850348aced53fd6377e553480354863604326180b3d5003f6d9f96,fa0efe8fdfcba3901c1e8ac5ef70072c,True,True,TEI,nia_tulrcm6u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0026,TG-GRE-0026,textgrid:49jxp.0,handle:hdl:21.11113/0000-0016-C7E6-4,TEI_XML,157918,md5,cd1be2606f19925d951ec00ce045abfe,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jxp_0.xml,True,157918,3da5c899c8343f8ffeb8c051d175d3e0e60509aa9d678f2b3420d44883bb8d6b,cd1be2606f19925d951ec00ce045abfe,True,True,TEI,nia_tulrcm7u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0027,TG-GRE-0027,textgrid:49jxs.0,handle:hdl:21.11113/0000-0016-C7E9-1,TEI_XML,24094,md5,d7f858feca1039b21d9a2672c02ef752,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jxs_0.xml,True,24094,5af2be1ffe5b321e39c7b3d6de8fe05970300de933cf36dbf1e7253c7c16ac7d,d7f858feca1039b21d9a2672c02ef752,True,True,TEI,nia_bacmadhu,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0028,TG-GRE-0028,textgrid:49jxw.0,handle:hdl:21.11113/0000-0016-C7EC-E,TEI_XML,122559,md5,e286ba61b31a169dbdf79b31064f05a2,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jxw_0.xml,True,122559,a9661f2248a98ec457eb957cffbb524061ba9904916ce0c7e489e59ece99cff3,e286ba61b31a169dbdf79b31064f05a2,True,True,TEI,nia_bardhkcu,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0029,TG-GRE-0029,textgrid:49jz0.0,handle:hdl:21.11113/0000-0016-C7EF-B,TEI_XML,15737,md5,003ccfc23692bb13c17b615647bc9e61,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jz0_0.xml,True,15737,7572fcee3ee4699a4a21fe49bc1c2b8922ce7eaee7ce9dda0599f6670a573a89,003ccfc23692bb13c17b615647bc9e61,True,True,TEI,nia_hdas,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0030,TG-GRE-0030,textgrid:49jz3.0,handle:hdl:21.11113/0000-0016-C7F2-6,TEI_XML,122472,md5,8033cc4bdbc161a26ee2764882e5f71b,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jz3_0.xml,True,122472,2cef131c334fb010731303fc8579d2d4dc0203f94332c052f49d4af1a9d6a12c,8033cc4bdbc161a26ee2764882e5f71b,True,True,TEI,nia_bardhkpu,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0031,TG-GRE-0031,textgrid:49jz6.0,handle:hdl:21.11113/0000-0016-C7F5-3,TEI_XML,308625,md5,64220fa3c8956f417a335d5261f4caf3,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jz6_0.xml,True,308625,33d9f325bc5f8454d79f987681261f5b03c0d25cfdb60e122442039c5d6d7d1d,64220fa3c8956f417a335d5261f4caf3,True,True,TEI,nia_kutmir,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0032,TG-GRE-0032,textgrid:49jz9.0,handle:hdl:21.11113/0000-0016-C7F8-0,TEI_XML,1332925,md5,c26aabf1c901464368f76be975b7bca4,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jz9_0.xml,True,1332925,f3250c458bcb046a82c1d08e09bd13e6f7b66939e6c988d0a73b8059a864bb8f,c26aabf1c901464368f76be975b7bca4,True,True,TEI,nia_jna1-16u,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0033,TG-GRE-0033,textgrid:49jzd.0,handle:hdl:21.11113/0000-0016-C7FB-D,TEI_XML,101564,md5,3b0e9e2c03453ffeccc030ebe239a3e1,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jzd_0.xml,True,101564,02d57cb7300ddb02c048f50a94fca1f9b6561f885463b8bce7f899127c12bd3e,3b0e9e2c03453ffeccc030ebe239a3e1,True,True,TEI,nia_tuldoh,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0034,TG-GRE-0034,textgrid:49jzh.0,handle:hdl:21.11113/0000-0016-C7FE-A,TEI_XML,154392,md5,1c008b92f058c297077bdadc16e4e3fe,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49jzh_0.xml,True,154392,2176e2b01582cd07c3f5ca6e394e1abd8fc7150654eccf7a6553d35b681b32a4,1c008b92f058c297077bdadc16e4e3fe,True,True,TEI,nia_tulkav,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0035,TG-GRE-0035,textgrid:49k3v.0,handle:hdl:21.11113/0000-0016-C829-9,TEI_XML,389695,md5,8cf7263d050c13af4aeaf66f91499bde,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k3v_0.xml,True,389695,a188de7c92b026b9413bfac2141fe76db46570ff2bf3f75f69ef8799ee15058c,8cf7263d050c13af4aeaf66f91499bde,True,True,TEI,sa_liGgapurANa2.1-55,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0036,TG-GRE-0036,textgrid:49k3z.0,handle:hdl:21.11113/0000-0016-C82C-6,TEI_XML,2119849,md5,ac44dd94c46b3249c9ea6973b79809f4,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k3z_0.xml,True,2119849,3074823f58dddb91a24d733d93d82fb211df1c014bd27aa813ba2baa129153b6,ac44dd94c46b3249c9ea6973b79809f4,True,True,TEI,sa_garuDapurANa,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0037,TG-GRE-0037,textgrid:49k42.0,handle:hdl:21.11113/0000-0016-C82F-3,TEI_XML,2544082,md5,314a8dc7c6549c458c706a6cd13baaac,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k42_0.xml,True,2544082,e58c067b68c7397843a154a46770500be762485dc781fff13289326ca4dbb689,314a8dc7c6549c458c706a6cd13baaac,True,True,TEI,sa_matsyapurANa1-176,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0038,TG-GRE-0038,textgrid:49k45.0,handle:hdl:21.11113/0000-0016-C832-E,TEI_XML,979572,md5,bcbc4d7e19ab318cad99291bd88a5a3a,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k45_0.xml,True,979572,6a0bd51508a98fa7dab48ae23023db6cec0828ca70259ce80e5dc750fdd0d301,bcbc4d7e19ab318cad99291bd88a5a3a,True,True,TEI,sa_kUrmapurANa,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0039,TG-GRE-0039,textgrid:49k48.0,handle:hdl:21.11113/0000-0016-C835-B,TEI_XML,2532802,md5,ac2ea8a91eaf8ada323231a6f0c1c4fe,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k48_0.xml,True,2532802,be77c396792140d84c94f638d070c2950a5c0cc2abe525d2d76729b77803da0e,ac2ea8a91eaf8ada323231a6f0c1c4fe,True,True,TEI,sa_nAradapurANa,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0040,TG-GRE-0040,textgrid:49k4c.0,handle:hdl:21.11113/0000-0016-C838-8,TEI_XML,751181,md5,364fe8ab9f2f59130b2dc1130d228a25,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k4c_0.xml,True,751181,69537d8da626b7ab404ec97f27938ce1a8a6599a04f724dad8eefde49dfc4a3b,364fe8ab9f2f59130b2dc1130d228a25,True,True,TEI,sa_mArkaNDeyapurANa1-93,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0041,TG-GRE-0041,textgrid:49k4g.0,handle:hdl:21.11113/0000-0016-C83B-5,TEI_XML,1020414,md5,51da4f31544a87f5875e93fbcc4d9161,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k4g_0.xml,True,1020414,a64d597e73a30b114a90877e5540adaa399f8ad7f71a453f1b40788dddf5ba24,51da4f31544a87f5875e93fbcc4d9161,True,True,TEI,sa_narasiMhapurANa,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0042,TG-GRE-0042,textgrid:49k4k.0,handle:hdl:21.11113/0000-0016-C83E-2,TEI_XML,1972874,md5,6c8b54e06f30b5cd2a5b2b57f63494c0,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k4k_0.xml,True,1972874,9986cf035fd43528006fb14a42b223fd5505095147cf427c877ec63550a8d8a0,6c8b54e06f30b5cd2a5b2b57f63494c0,True,True,TEI,sa_liGgapurANa1-108,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0043,TG-GRE-0043,textgrid:49k4p.0,handle:hdl:21.11113/0000-0016-C841-D,TEI_XML,1304448,md5,28b3cf27f8f4369947bf19492820e603,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k4p_0.xml,True,1304448,e625331bbcff9581d04025ca500aa0417447d9adbb123fa97ab2b34270d42ba0,28b3cf27f8f4369947bf19492820e603,True,True,TEI,sa_revAkhANDa-of-the-vAyupurANa-rkv,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0044,TG-GRE-0044,textgrid:49k4s.0,handle:hdl:21.11113/0000-0016-C844-A,TEI_XML,510214,md5,215d01fa6ff0cfddaa7453f85bed819c,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k4s_0.xml,True,510214,ae69e870397af2414027213047b6803487ad85edeae68c5c8ea4190df973af58,215d01fa6ff0cfddaa7453f85bed819c,True,True,TEI,sa_skandapurANa1-31.14,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0045,TG-GRE-0045,textgrid:49k4w.0,handle:hdl:21.11113/0000-0016-C847-7,TEI_XML,1077173,md5,daf145ca7ed4748ac2e9b3a83190b034,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k4w_0.xml,True,1077173,0d70e3ef6ea81cd84c287c62e2cc2b833c0beb20cabcbfcfac74e890982bf5a6,daf145ca7ed4748ac2e9b3a83190b034,True,True,TEI,sa_skandapurANa-revAkhaNDa-rks,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0046,TG-GRE-0046,textgrid:49k50.0,handle:hdl:21.11113/0000-0016-C84A-4,TEI_XML,207151,md5,46652f364abf4cca86a8354f2037a992,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k50_0.xml,True,207151,9ffc2f185c54b82e62f3d5bd2b49fca136bbd4028a5833a981dfae5f49db86c3,46652f364abf4cca86a8354f2037a992,True,True,TEI,sa_vAmanapurANasaromAhAtmya,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0047,TG-GRE-0047,textgrid:49k53.0,handle:hdl:21.11113/0000-0016-C84D-1,TEI_XML,771149,md5,aa297e36ef2f962142e99419cec87c37,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k53_0.xml,True,771149,0f3ee8c09701e41a85d6af2e85cee6f84938b777a13cb40c7df4b0210bf25d21,aa297e36ef2f962142e99419cec87c37,True,True,TEI,sa_vAmanapurANa1-69,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0048,TG-GRE-0048,textgrid:49k56.0,handle:hdl:21.11113/0000-0016-C850-C,TEI_XML,19369,md5,bd1507bd5e730dfd043d1b9d9a96fff5,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k56_0.xml,True,19369,450af49b3fe08a9efc3a24ea0077cbc59348b429f3b9011afdc1afd5c285ce66,bd1507bd5e730dfd043d1b9d9a96fff5,True,True,TEI,sa_viSNudharmottarapurANa-2.127,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0049,TG-GRE-0049,textgrid:49k59.0,handle:hdl:21.11113/0000-0016-C853-9,TEI_XML,232049,md5,63c7ae5619d8cf6fcc5dba7c504d4762,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k59_0.xml,True,232049,e7363c964159af61d159135500d02f4f2ae820e8b02c94bbe4dd55b07c45435b,63c7ae5619d8cf6fcc5dba7c504d4762,True,True,TEI,sa_viSNudharmottarapurANa3-343-353,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0050,TG-GRE-0050,textgrid:49k5d.0,handle:hdl:21.11113/0000-0016-C856-6,TEI_XML,981638,md5,dcfee2b952c938ac51ebe6088aadab12,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k5d_0.xml,True,981638,64977f592153466204c5d5bec4ce8a3324edcdd53b49885f0a45a0e9c3428b05,dcfee2b952c938ac51ebe6088aadab12,True,True,TEI,sa_viSNupurANa,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0051,TG-GRE-0051,textgrid:49k5h.0,handle:hdl:21.11113/0000-0016-C859-3,TEI_XML,1753966,md5,1dd4f0de43e1276905c6d183ed33ce45,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k5h_0.xml,True,1753966,f999b808167cedd99f0f8669a22a5fab0ea827ba20666f727abd8b8b6e13ec3f,1dd4f0de43e1276905c6d183ed33ce45,True,True,TEI,sa_viSNupurANa-crit,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0052,TG-GRE-0052,textgrid:49k5m.0,handle:hdl:21.11113/0000-0016-C85C-0,TEI_XML,2169150,md5,d65f55fd67bf942aac99aa3478d9f055,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k5m_0.xml,True,2169150,d786f9b65b7b0aefb0c7dfab53fd5fb8baf43735338b1538c61e06ed83b7bb5f,d65f55fd67bf942aac99aa3478d9f055,True,True,TEI,sa_agnipurANa,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0053,TG-GRE-0053,textgrid:49k5q.0,handle:hdl:21.11113/0000-0016-C85F-D,TEI_XML,95712,md5,9e6eae403f77bc05b7e4e6797feebcaa,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k5q_0.xml,True,95712,58b072755c02f7802dd10a18d1fa8dd43b785d5492fd925af0f30c108a244a81,9e6eae403f77bc05b7e4e6797feebcaa,True,True,TEI,sa_bhAgavatapurANa-10.29-33,https://creativecommons.org/licenses/by-nc-sa/4.0/,
TG-GRE-C-0054,TG-GRE-0054,textgrid:49k5t.0,handle:hdl:21.11113/0000-0016-C862-8,TEI_XML,2601516,md5,737dd9c5c31ba5fd9797f0f6b426116e,acquisitions\staging\textgrid-gretil\2026-07-12\payload\textgrid_49k5t_0.xml,True,2601516,b797696bbefb7cf3c62f2afc38ca2d92c25ef14c0f1f48014b26b884424d0d7c,737dd9c5c31ba5fd9797f0f6b426116e,True,True,TEI,sa_bhAgavatapurANa,https://creativecommons.org/licenses/by-nc-sa/4.0/,
